RefSeq_oriC,Avg_occurance,Correct
NC_018414_0,0.3440860215053763,False
NC_018414_1,0.086021505376344,False
NC_018414_2,0.075268817204301,False
NC_018414_3,0.053763440860215,False
NC_018414_4,0.053763440860215,False
NC_018414_5,0.032258064516129,False
NC_018414_6,0.021505376344086,False
NC_010845_0,0.1444444444444444,False
NC_010845_1,0.1222222222222222,False
NC_010845_2,0.1,False
NC_010845_3,0.0999999999999999,True
NC_010845_4,0.0888888888888888,False
NC_010845_5,0.0777777777777777,False
NC_010845_6,0.0222222222222222,False
NC_010845_7,0.0111111111111111,False
NC_000908_0,0.4984659814948196,True
NC_000908_1,0.4374833272798534,False
NC_000908_2,0.2934421831105858,False
NC_000908_3,0.2315404772604617,False
NC_000908_4,0.0565084015119335,False
NC_017254_0,0.9696969696969696,True
NC_017254_1,0.0303030303030303,False
NC_021891_0,0.4488179353568025,False
NC_021891_1,0.39315801548161,True
NC_021891_2,0.2079728302964248,False
NC_016777_0,0.3333333333333333,True
NC_020977_0,0.4740562579098268,False
NC_020977_1,0.4158222021430651,True
NC_011374_0,0.4047619047619047,False
NC_011374_1,0.1666666666666666,False
NC_011374_2,0.0476190476190476,False
NC_011374_3,0.0476190476190476,False
NC_017057_0,0.6418046879650049,True
NC_017057_1,0.3106060606060606,False
NC_020993_0,0.5310836686403437,False
NC_020993_1,0.3813719418001533,False
NC_020993_2,0.2190778602869283,False
NC_000919_0,0.8276568293817762,True
NC_000919_1,0.2588136770235961,False
NC_000919_2,0.0864845847596379,False
NC_004311_0,0.3666666666666667,False
NC_004311_1,0.3,True
NZ_CP025399_0,0.8733507549852132,True
NZ_CP025399_1,0.1266682658235517,False
NZ_CP011348_0,0.4588235294117647,True
NZ_CP011348_1,0.3031441818326544,False
NZ_CP011348_2,0.282657144057708,False
NZ_CP011348_3,0.2642048601616123,False
NZ_CP011348_4,0.1472735656185063,False
NZ_CP011348_5,0.0640522875816993,False
NC_010263_0,0.5521150092783816,True
NC_010263_1,0.3853919186213524,False
NC_017044_0,0.6928552269207483,True
NC_017044_1,0.3055555555555556,False
NC_014921_0,0.5875278847403026,False
NC_014921_1,0.4059474899694322,False
NC_014921_2,0.2561117046468854,False
NC_014921_3,0.1409277239672921,False
NC_014921_4,0.108756375839741,False
NC_014921_5,0.0740105767981588,False
NC_018673_0,0.8333333333333334,True
NZ_CP011487_0,0.3800318075304937,False
NZ_CP011487_1,0.354459852020837,True
NZ_CP011487_2,0.2781491940199732,False
NZ_CP011487_3,0.2584371551704142,False
NZ_CP011487_4,0.2543396702104494,False
NZ_CP011487_5,0.1875622935978782,False
NC_018410_0,0.375,False
NC_018410_1,0.2916666666666667,True
NZ_CP007606_0,0.425815875626887,True
NZ_CP007606_1,0.3360631682276565,False
NZ_CP007606_2,0.3264892763002877,False
NZ_CP007606_3,0.1997707871381536,False
NZ_CP007606_4,0.1824385276500582,False
NC_003361_0,0.8333333333333334,True
NC_017486_0,0.8333333333333334,True
NC_017741_0,0.3807017543859649,False
NC_017741_1,0.3192982456140351,False
NC_017741_2,0.3105263157894737,True
NC_017741_3,0.247953216374269,False
NC_017741_4,0.1517484827154349,False
NC_021846_0,0.915544312572699,True
NC_021846_1,0.0844556874273011,False
NC_010280_0,0.8333333333333334,True
NC_012687_0,0.5032212713678371,False
NC_012687_1,0.3844802926398616,True
NC_017587_0,0.8330539419451792,True
NC_017587_1,0.2889301608597849,False
NC_017587_2,0.2497695946656303,False
NC_017587_3,0.2040567369168991,False
NC_017587_4,0.1675458117249503,False
NC_017587_5,0.1567893856823366,False
NC_017587_6,0.0187979099066726,False
NC_022998_0,0.8333333333333334,True
NC_018631_0,0.8333333333333334,True
NZ_CP006820_0,0.3539106159202125,True
NZ_CP006820_1,0.3096967548826903,False
NZ_CP006820_2,0.2835916978736195,False
NZ_CP006820_3,0.2824820444916411,False
NZ_CP006820_4,0.2396249016344983,False
NZ_CP006820_5,0.2049348501207855,False
NC_021834_0,0.6400747478975811,True
NC_021834_1,0.4773766750924419,False
NC_021834_2,0.1481458034808648,False
NC_008817_0,0.4382707758774662,True
NC_008817_1,0.32335517418064,False
NC_008817_2,0.2916091424346083,False
NC_008817_3,0.2669389037572914,False
NC_008817_4,0.2262643005826882,False
NC_008817_5,0.2000873958137516,False
NZ_CP023507_0,0.7327278264261023,True
NZ_CP023507_1,0.2679204221451685,False
NC_013799_0,0.4588235294117647,False
NC_013799_1,0.3490188107606648,False
NC_013799_2,0.3475707754596819,False
NC_013799_3,0.3396525678204692,False
NC_013799_4,0.2306003850165465,False
NC_013799_5,0.1826132721688241,True
NC_013799_6,0.0565359477124183,False
NC_018529_0,0.4666666666666666,True
NC_018529_1,0.1999999999999999,False
NC_013416_0,0.49757580641443,False
NC_013416_1,0.3244559830775862,False
NC_013416_2,0.2012568952257374,False
NC_013416_3,0.1485551459665222,False
NC_013416_4,0.0976092175998686,False
NC_013016_0,0.9487990312390098,True
NC_013016_1,0.0512009687609903,False
NC_018415_0,0.1111111111111111,False
NC_018415_1,0.0793650793650793,False
NC_018415_2,0.0634920634920634,False
NC_018415_3,0.0476190476190476,False
NC_018415_4,0.0317460317460317,False
NZ_CP021529_0,0.8333333333333334,True
NC_017358_0,0.3780450269159577,True
NC_017358_1,0.299341323212254,False
NC_017358_2,0.2792795948171923,False
NC_017358_3,0.2436987365632482,False
NC_017358_4,0.2328962674274457,False
NC_017358_5,0.1781651722791108,False
NC_017358_6,0.1603654032299149,False
NC_021738_0,0.5744778886136214,False
NC_021738_1,0.4255221113863787,True
NC_007575_0,0.5642295455943991,True
NC_007575_1,0.4177886955909417,False
NC_007575_2,0.2708939284651686,False
NC_007575_3,0.1827092226656592,False
NC_007575_4,0.0935482321833786,False
NC_018219_0,0.1833333333333333,True
NC_018219_1,0.15,False
NC_018219_2,0.1166666666666666,False
NC_018219_3,0.1166666666666666,False
NC_018219_4,0.0999999999999999,False
NC_017278_0,0.8024695872644384,True
NC_017278_1,0.2527338983127764,False
NC_017278_2,0.2198526097450985,False
NC_017278_3,0.1022923174974663,False
NC_011985_0,0.8333333333333334,True
NC_012913_0,0.8333333333333334,True
NC_014625_0,0.5275681302506054,False
NC_014625_1,0.4580503091716506,False
NC_014625_2,0.2224318697493945,False
NC_001263_0,0.6489981812908407,False
NC_001263_1,0.5045194988987317,False
NC_001263_2,0.2774682950005763,False
NC_001263_3,0.2214949611237153,False
NC_001263_4,0.0315573742647148,False
NC_012578_0,0.8333333333333334,True
NC_016796_0,0.4615384615384615,False
NC_016796_1,0.2051282051282051,True
NC_010981_0,0.4265567303129126,False
NC_010981_1,0.3454279825174982,False
NC_010981_2,0.291590217852304,False
NC_010981_3,0.2600534404972314,False
NC_010981_4,0.2479653452473486,False
NC_010805_0,0.6666666666666666,True
NC_003143_0,0.5435289876689009,True
NC_003143_1,0.3666397485152524,False
NC_003143_2,0.2813459235458742,False
NC_003143_3,0.1469472028072895,False
NZ_CP025395_0,0.8333333333333334,True
NC_019703_0,0.4564043070381017,True
NC_019703_1,0.4213734707396759,False
NC_019703_2,0.2754408401989045,False
NC_019703_3,0.2241027132719808,False
NC_001264_0,0.0666666666666666,False
NC_001264_1,0.0592592592592592,False
NC_001264_2,0.0518518518518518,True
NC_001264_3,0.0518518518518518,False
NC_001264_4,0.037037037037037,False
NC_001264_5,0.037037037037037,False
NC_001264_6,0.0296296296296296,False
NC_014216_0,0.8333333333333334,True
NZ_LT960781_0,0.8333333333333334,True
NZ_CP022392_0,0.8333333333333334,False
NC_021887_0,0.474343214589996,False
NC_021887_1,0.4159314648406575,True
NC_021878_0,0.5306104654531573,True
NC_021878_1,0.3871876172903083,False
NC_021878_2,0.3161577577610665,False
NC_021878_3,0.1360665794863921,False
NC_021878_4,0.074327806151781,False
NZ_CP025028_0,0.8333333333333334,True
NZ_CP021907_0,0.8333333333333334,True
NZ_CP007631_0,0.8333333333333334,True
NZ_LN831036_0,0.8333333333333334,True
NZ_CP022290_0,0.8333333333333334,True
NC_017256_0,0.7951810145053644,True
NC_017256_1,0.2048189854946356,False
NC_017449_0,0.8333333333333334,True
NC_012785_0,0.4627919241385692,False
NC_012785_1,0.4085058268573018,False
NC_012785_2,0.3479608281541287,False
NC_012785_3,0.3293498736478488,False
NC_012785_4,0.1984251176553739,False
NC_017832_0,0.6666666666666666,True
NC_009380_0,0.8735704629413977,True
NC_009380_1,0.2877586695482058,False
NC_009380_2,0.1008979247903288,False
NC_007404_0,0.6783950243142729,True
NC_007404_1,0.3301606540568,False
NC_007404_2,0.300624354953406,False
NC_007404_3,0.0941143763933356,False
NC_007404_4,0.071604975685727,False
NC_005364_0,0.5038334033761858,True
NC_005364_1,0.3267703360234192,False
NC_005364_2,0.3054346849737394,False
NC_005364_3,0.2656404736699242,False
NC_005364_4,0.2144831391180686,False
NC_005364_5,0.2143899256621126,False
NC_005364_6,0.1254166667252374,False
NC_005364_7,0.0346281350853526,False
NC_010676_0,0.6666666666666666,True
NC_014718_0,0.4047619047619047,False
NC_014718_1,0.2142857142857143,True
NC_014718_2,0.0238095238095238,False
NC_014718_3,0.0238095238095238,False
NC_009839_0,0.6413258610891845,True
NC_009839_1,0.3474864632943079,False
NC_009839_2,0.2478330847078515,False
NC_009839_3,0.0367044419411185,False
NC_017168_0,0.532487171401421,True
NC_017168_1,0.275323937195191,False
NC_017168_2,0.1944615729887163,False
NC_017168_3,0.1341794952652456,False
NC_019908_0,0.4772121961625434,True
NC_019908_1,0.3710067452752865,False
NC_019908_2,0.3297578278465921,False
NC_002677_0,0.8333333333333334,True
NC_007677_0,0.7999999999999999,True
NC_007677_1,0.1999999999999999,False
NC_022550_0,0.4122807017543859,False
NC_022550_1,0.3391533815182623,False
NC_022550_2,0.3253350116696824,False
NC_022550_3,0.2471615876147384,False
NC_022550_4,0.1617933723196881,False
NZ_AP014523_0,0.4237013230541039,False
NZ_AP014523_1,0.3142560456927846,True
NZ_AP014523_2,0.2671167464279295,False
NZ_AP014523_3,0.2595734945946685,False
NZ_CP008730_0,0.9392461489637076,True
NZ_CP008730_1,0.0607538510362923,False
NC_007512_0,0.7402786939581391,True
NC_007512_1,0.2597213060418608,False
NC_008789_0,0.5,False
NC_008344_0,0.8333333333333334,False
NC_021174_0,0.6666666666666666,True
NC_002977_0,0.8333333333333334,True
NC_012026_0,0.480359151528931,False
NC_012026_1,0.3081369293067088,False
NC_012026_2,0.2877200394824324,False
NC_012026_3,0.267954617898446,False
NZ_CP023011_0,0.9150068743715044,True
NZ_CP023011_1,0.0849931256284955,False
NC_008358_0,0.3945844706220725,False
NC_008358_1,0.3926595616946151,False
NC_008358_2,0.3441018683169035,True
NC_008358_3,0.2369088906875807,False
NC_008358_4,0.2360364619686323,False
NC_008358_5,0.2033000342649809,False
NC_008358_6,0.0918261318092717,False
NZ_CP022477_0,0.8333333333333334,True
NZ_CP013467_0,0.8333333333333334,True
NC_018406_0,0.2375,True
NC_018406_1,0.2375,False
NC_018406_2,0.1916666666666666,False
NZ_CP023391_0,0.8333333333333334,True
NZ_CP021865_0,0.8333333333333334,True
NC_002163_0,0.6898286891419914,True
NC_002163_1,0.4437568783740663,False
NC_002163_2,0.101020984060623,False
NC_017514_0,0.6903154902495618,True
NC_017514_1,0.408506373423021,False
NC_017514_2,0.0460390811224334,False
NC_012582_0,0.8768295638287243,True
NC_012582_1,0.1231704361712756,False
NC_007332_0,0.4495467669390258,False
NC_007332_1,0.4350877192982456,False
NC_007332_2,0.3216231885970524,False
NC_007332_3,0.3032815516995444,False
NC_007332_4,0.2920024875638988,False
NC_007332_5,0.2643149821884504,False
NC_007332_6,0.2580904592934279,False
NC_007332_7,0.1762243226545598,False
NC_007332_8,0.0852878200049936,False
NC_007332_9,0.0771929824561403,False
NC_010159_0,0.4578969583133713,True
NC_010159_1,0.3696959792363403,False
NC_010159_2,0.3649765543795584,False
NC_010159_3,0.2398393817775836,False
NC_010159_4,0.1913231877674464,False
NC_010159_5,0.0943517189353059,False
NC_016914_0,0.5515574624040093,True
NC_016914_1,0.3853814032790542,False
NC_021215_0,0.4386947975266648,False
NC_021215_1,0.4261499946592813,False
NC_021215_2,0.2690412730344306,False
NC_021215_3,0.2315454157721765,False
NC_007974_0,0.6666666666666666,False
NC_009428_0,0.5380601462456958,True
NC_009428_1,0.4912280701754385,False
NC_009428_2,0.1842105263157894,False
NC_007899_0,0.8333333333333334,True
NC_014960_0,0.620640764665762,True
NC_014960_1,0.3845535924077943,False
NZ_CP024413_0,0.8333333333333334,True
NC_021084_0,0.3471274074730096,False
NC_021084_1,0.3037382442864408,False
NC_021084_2,0.287182713713876,False
NC_021084_3,0.2699268302724324,False
NC_021084_4,0.2677623281079302,False
NC_021084_5,0.2142992737510771,False
NC_002179_0,0.887012713397624,True
NC_002179_1,0.1129872866023759,False
NC_014837_0,0.773063865749747,True
NC_014837_1,0.2777010442888761,False
NC_014837_2,0.1136028009169198,False
NC_014817_0,0.5208333333333334,True
NC_014817_1,0.0833333333333333,False
NC_014817_2,0.0416666666666666,False
NC_014817_3,0.0208333333333333,False
NC_002771_0,0.485645933014354,True
NC_002771_1,0.3795968900274603,False
NC_002771_2,0.3046007039933366,False
NC_002771_3,0.2634264401065506,False
NC_002771_4,0.2623154984593933,False
NC_002771_5,0.2360371879952045,False
