RefSeq,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NC_021916,190733,0.2399742047784075,17.501962423324585,30656,150195,67692,97926,47779,121590,178,nan,nan,nan,0.5777777777777777,0.13333333333333333,0.07777777777777778,0.07777777777777778,0.06666666666666667,0.03333333333333333,0.03333333333333333,nan,nan,nan,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.06666666666666667,nan,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-1.0789273952705685,-1.0249821512331652,-1.0249821512331652,-1.0099571537489114,-1.0182339198081758,-1.000015645645882,-1.000015645645882,nan,nan,nan
NC_018416,166163,0.14177644842714685,21.84986424446106,15721,88600,159857,47743,56376,nan,nan,nan,nan,nan,0.5454545454545454,0.29545454545454547,0.11363636363636363,0.022727272727272728,0.022727272727272728,nan,nan,nan,nan,nan,0.09090909090909091,0.5909090909090909,0.22727272727272727,0.045454545454545456,0.045454545454545456,nan,nan,nan,nan,nan,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,-1.0265138422285065,-0.6714540858541769,-1.0224807463143124,-1.0067215682995228,-1.0067215682995228,nan,nan,nan,nan,nan
NC_010118,245530,0.2244084225960168,35.370688915252686,51232,198330,93816,166561,120507,937,nan,nan,nan,nan,0.6621621621621622,0.16216216216216217,0.0945945945945946,0.04054054054054054,0.02702702702702703,0.013513513513513514,nan,nan,nan,nan,0.32432432432432434,0.32432432432432434,0.1891891891891892,0.08108108108108109,0.05405405405405406,0.02702702702702703,nan,nan,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.18065552888608405,-0.9984107297816509,-1.0285946069867054,-1.0007875083442572,-1.0026399283464658,-1.0234242582282578,nan,nan,nan,nan
NC_004545,615980,0.25341407188545084,45.51130962371826,407334,614506,nan,nan,nan,nan,nan,nan,nan,nan,0.5555555555555556,0.4444444444444444,nan,nan,nan,nan,nan,nan,nan,nan,0.1111111111111111,0.8888888888888888,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,-1.0551995036497437,1.0289607323175316,nan,nan,nan,nan,nan,nan,nan,nan
NC_006055,793224,0.2702048853791615,51.95564389228821,793074,70566,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0.75,nan,nan,nan,nan,nan,nan,nan,nan,1.0001566512189042,0.08212262028202755,nan,nan,nan,nan,nan,nan,nan,nan
NC_017429,1042810,0.4130915507139364,59.705174684524536,720268,9,nan,nan,nan,nan,nan,nan,nan,nan,0.5757575757575758,0.4242424242424242,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,1.2663988644638975,-0.9989859898719766,nan,nan,nan,nan,nan,nan,nan,nan
NC_017042,1290368,0.3240563932149588,71.97515416145325,80653,810092,1166587,1043683,353571,nan,nan,nan,nan,nan,0.4635294117647059,0.18941176470588236,0.17882352941176471,0.1188235294117647,0.04941176470588235,nan,nan,nan,nan,nan,0.6470588235294118,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.058823529411764705,nan,nan,nan,nan,nan,0.28,0.32,0.24,0.12,0.04,nan,nan,nan,nan,nan,0.26263361095039084,-1.0286661326070474,-1.0039592898713154,-1.008705104258632,-1.020055190143215,nan,nan,nan,nan,nan
NC_017503,977612,0.3139589121246466,79.42037773132324,964919,573943,877785,173867,nan,nan,nan,nan,nan,nan,0.3388888888888889,0.28888888888888886,0.18888888888888888,0.18333333333333335,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.16666666666666666,nan,nan,nan,nan,nan,nan,0.4,0.3,0.1,0.2,nan,nan,nan,nan,nan,nan,-0.8566901005153627,-1.1018245262276283,-1.002032856831744,-1.0091011491399984,nan,nan,nan,nan,nan,nan
NC_020419,1125857,0.35207402005760946,77.21713447570801,204,224241,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0.75,nan,nan,nan,nan,nan,nan,nan,nan,1.0001566512189042,0.08212262028202755,nan,nan,nan,nan,nan,nan,nan,nan
NC_002506,1072315,0.46913546858898736,88.27295541763306,1925,880914,98333,455120,nan,nan,nan,nan,nan,nan,0.4583333333333333,0.2916666666666667,0.125,0.125,nan,nan,nan,nan,nan,nan,0.75,0.08333333333333333,0.08333333333333333,0.08333333333333333,nan,nan,nan,nan,nan,nan,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,nan,nan,nan,nan,nan,nan,0.7036281324302847,-1.004596413430229,-1.004596413430229,-1.1740103073162205,nan,nan,nan,nan,nan,nan
NC_021891,1061854,0.41489602148694643,80.35704684257507,723643,9,817614,nan,nan,nan,nan,nan,nan,nan,0.4861111111111111,0.3055555555555555,0.20833333333333331,nan,nan,nan,nan,nan,nan,nan,0.75,0.16666666666666666,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan,0.2222222222222222,0.4444444444444444,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,0.910009534007659,-1.0714118746139691,-1.0113646332650683,nan,nan,nan,nan,nan,nan,nan
